name,eng_name,type,gene,country,description,actors,avgRating,url,commentList,reviewList,createdAt,status,directors,duration,year,img
Nhân đôi tình yêu 2021,Double Patty,True,Phim Tâm Lý - Tình Cảm,Hàn Quốc,"
Nhân đôi tình yêu 2021, Double Patty
Nhân đôi tình yêu là bộ phim kể về câu chuyện tình yêu nhẹ nhàng, lãng mạn của Hyun Ji và Woo Ram. Hyun Ji là cô sinh viên vừa ra trường. Cô mong trở thành nữ phát thanh viên nổi tiếng. Woo Ram là vận động viên đấu vật trẻ. Anh mới hồi phục sau chấn thương thi đấu. Hai người gặp nhau ngay đúng thời khắc lạc lõng và chênh vênh của thanh xuân. Họ đã cùng giúp nhau vượt qua khó khăn của cuộc sống. Cùng nắm tay nhau thực hiện những ước mơ, khát khao của mình. Mời các bạn đón xem!

","Dal-hwan Jo,Il-Joo Ji,Joo-Hyun Bae,Kim Il Jung,Kim Jong-goo,Lee Ji Hyuk,Seung-Ho Shin,Song Dong Hwan,Yoo Byung Hoon",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzR3NWw1NDRtNHAyazVoNDk0cDJrNGM0dDVwNTA0dzRiNHI0cTI1NHQyNzR0MjM0azQ3NHA0eTMyNDE0ejVjNHE0cDQ3NG40cjJ3MnEyZzR1NXA1eTVpNG00NTN0NWg0azRrNDg0YzRzNXU1dTVnNERoVHFFbg==,[],[],2016-05-18T16:00:00Z,HD Vietsub,as Baek Seung Hwa,107 phút,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/09/nhan-doi-tinh-yeu-2021-20077-thumbnail.jpg
Mối Tình Thoáng Qua,The Wind,True,Phim Phiêu Lưu - Hành Động,Hàn Quốc,"
Mối Tình Thoáng Qua HD, The Wind
Mối Tình Thoáng Qua phim 18+ kể về mối tình chớp nhoáng qua đường của các đôi trai trẻ.

","James,So Jeong",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzR2NXM1YzR0Mm80cDVnNDg0cDJrNGI0dTVpNXQ1ZTRyMm40cTRnNXEyMTY1NHk1bDJ2MnUydzVpNXk1MjZjNHE0bzJyMnMyOTNsNGE0eTV2NXc1ZTRnNG40bzR3NWE0OTRoNGQ0aTRvNU0weDJmVQ==,[],[],2016-05-18T16:00:00Z,HD,Lee Quang,65 phút,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/10/moi-tinh-thoang-qua-20357-thumbnail-250x350.jpg
Cô Em Gái Nhỏ,Little Sister,True,Phim 18+,Hàn Quốc,"
Cô Em Gái Nhỏ, Little Sister
 Cô Em Gái Nhỏ phim 18+ hàn quốc kể về mối tình loạn luân của 2 anh em. Sau khi mẹ tái hôn, Dong-jun sống trong nhà của cha dượng khi hai vợ chồng đi nghỉ tuần trăng mật. Trong đêm đầu tiên anh đã rất sốc khi chứng kiến ​​cảnh hai chị em kế của mình Seol-ah và Do-jin quan hệ tình dục. Nhưng thực tế là Seol-ah và Do-jin không có quan hệ huyết thống. Đêm đó lần đầu tiên sau nhiều năm anh nằm mơ và ngày hôm sau Do-jin đi sớm. Trong nhà chỉ còn Dong-jun và Seol-ah. Dong-jun cảm thấy áp lực vì lòng tốt của Seol-ah. Một ngày Dong-jun trở về sau khi tập thể dục và thấy Seol-ah đang tắm. Vì họ đã trở thành một gia đình Seol-ah yêu cầu Dong-jun lau lưng cho cô ấy và sau đó họ đã quan hệ.

","Do Jin,Lee Sul-ah,Park Do-jin",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRsNXM1bzJkNGg0MTQ5NDE0ZDRsMmg0bjV3NTA0cjQ3NG00cTI0NHEyMDY5NDA2bTRiNHI0eTMyNDM0ajRsNGY0bzRoNGo0NzNrNGk0eDV3NXE1bTVnNGw0ajRwNURhQzlKUQ==,[],[],2016-05-18T16:00:00Z,HD,Choi Sung-eun-I,93 phút,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/02/co-em-gai-nho-17891-thumbnail.jpg
Anh Trai Ngọt Ngào,Tasty Brother,True,Phim 18+,Hàn Quốc,"
Anh Trai Ngọt Ngào, Tasty Brother
Anh Trai Ngọt Ngào phim 18+ hàn quốc Jae-kwon sống một mình quyết định sống cùng nhà với người em Jae-won. Jae-won, người được nhận làm em trai, háo hức tuân theo quyền hành của anh họ khi còn nhỏ, nhưng anh ngày càng đau khổ về cách thể hiện cảm xúc của mình như một người dị tính. Mối quan hệ với Hyo-seong, là một mối quan hệ mà họ không có trách nhiệm với nhau, mà chỉ là vì tiền bạc

","Han Ga In,James,Lee Sul-ah-I,Seok Bong,Si Woo,Yoo Jung",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRqNXI1YjR0Mm80eTUzNDk0cDJlNGE0dTUxNjA0bDRkNDc0azQwNHA0aTVrNDM0cDJyMnM0aTV2NTI2bDVwNHQyczJwMjgzazRlNG80czV1NWo0cTVpNHM0azRvNWI0ZDRoNGY0YzRMNllock8=,[],[],2016-05-18T16:00:00Z,HD,Joo Hyun-il,71 phút,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/02/anh-trai-ngot-ngao-17886-thumbnail-250x350.jpg
Cô Nhân Viên Mới,New Female Employee,True,Phim 18+,Hàn Quốc,"
Cô Nhân Viên Mới, New Female Employee
Cô Nhân Viên Mới Na-young đang tìm kiếm việc làm và rất vui mừng khi được một công ty nhận vào làm. Đây là công việc đáng mơ ước và cô nhận được tiền thưởng. Tuy nhiên cô phải nhận sự quấy rối tình dục của người quản lý – là một người đồng tính nữ. Sức hấp dẫn của cô cũng thu hút những đồng nghiệp nam khác.


","Min Do-yoon,Yeon Joo,Yoonyool",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRsNXM1bzJtNGM0aDVnNGwycTQ5NDg0dDUyNHM1bTRmNHIycDRnNWw0MjR0MjM0ajRiNHI0ejVpNXk1MTR3MnYyNjNnNGM0cjRtNGg0ZTR0NXg1eDVqNGc0ZDR0NWY0ZjRkNE1NYTZIQw==,[],[],2016-05-18T16:00:00Z,HD,Han Dong-ho,70 phút,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/02/co-nhan-vien-moi-17881-thumbnail.jpg
Độc Sủng Chị Dâu,Taming The Sister in law,True,Phim 18+,Hàn Quốc,"
Độc Sủng Chị Dâu, Taming The Sister in law
Độc Sủng Chị Dâu phim 18+ hàn quốc Minsang là anh chàng không quá đẹp trai. Tuy nhiên một ngày nọ may mắn đến với anh khi anh đạt được thành công lớn với một webtoon. Anh đang có một cuộc hôn nhân hạnh phúc và đẹp như mơ với Yura. Tuy nhiên anh ghét chị dâu (Yumi). Tình cờ biết được quá khứ đen tối của vợ trong nhật ký của chị dâu. Điều này dẫn đến mối quan hệ chị dâu em chồng bị đảo ngược. Min-sang bắt đầu đưa ra những yêu cầu quá đáng đối với chị dâu của mình. Vậy mà Yumi bắt đầu chấp nhận điều này. Cái kết của mối quan hệ giữa Minsang, Yura và Yumi sẽ dẫn đến đâu?

","Joo Ah,Rika,Si Woo,Sin Yeon-woo-I",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRxMnc1NzQ4NmY1NDR0NGo0MzZrNHYydzIyNGQ0MjY5NDI0djM3NGo0ZTR0NWM0ZzVzM3E1NTQ1NHczbTV3NTA2bDVwNDc0ZzNnNDQ0bTM4NHE0ejN0NXk1NTQ2M2M0ZzRoNHEyZTJuNGs0aTR4NWk1bTVjNDczcDRwNDU0d09aNFhY&sub=,[],[],2016-05-18T16:00:00Z,HD,Packon,112 phút,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/02/Taming-The-Sister-in-law.jpg
Người Giúp Việc Ngực Khủng Nhóm Máu O,Blood Type O Watermelon Maid,True,Phim 18+,Hàn Quốc,"
Người Giúp Việc Ngực Khủng Nhóm Máu O, Blood Type O Watermelon Maid
Người Giúp Việc Ngực Khủng Nhóm Máu O phim 18+ kể về chuyện tình của ông chủ và cô nàng ngực khủng nhóm máu O.

","Chul Jin,Han Yi-seul-I,Kang Min-woo,Seung Ha",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRxMnU1bzU2Nm81dDJjNHI0MDZ1Mjg0dTR1MnQ0NjRrNTI0ZDNpNGw0azRqNTQ0NTV0NHk1NTQ1NHMzYzU0NWg1MDZjNHE0ZzQ3NGg0bDRsNDI0dTRoNXI1aDVwMmw0azQ4NDUzNDRnNDEzcjJ0MzA2ejVtNG80NzRjNGs1NjMwNm80ODRWVVJyMWw=&sub=,[],[],2016-05-18T16:00:00Z,HD,Lee Quang,70 phút,2020,http://tv.phimmoi18.com/wp-content/uploads/2021/02/nguoi-giup-viec-nguc-khung-nhom-mau-o-17847-thumbnail-250x350.jpg
Cô Vợ Bắt Buộc,Mia Jum Pen,False,Phim Hài Hước,Thái Lan,"
Cô Vợ Bắt Buộc HD Vietsub, Mia Jum Pen
Cô Vợ Bắt Buộc là phim truyền hình Thái Lan hấp dẫn đầu năm 2021 được chuyển thể từ tiểu thuyết ngược tâm Mia Jum Pen với sự thể hiện của Mai Warit và Pie Rinrada.
Phim kể về cô nàng Tawan mồ côi, cô được ví như lọ lem khi ở chung với dì và chị họ Yardfah. Cho đến khi Tawan phải giả danh Yardfah để kết hôn với Tomon vì người lớn hai bên hứa sẽ kết thông gia từ khi cả hai còn nhỏ, nhưng Yardfah cho rằng Tomon chỉ là anh chàng nhà quê nghèo nàn nên đẩy Tawan ra chịu thay.
Còn Tomon dù không thích hôn sự sắp đặt này nhưng vẫn đồng ý và khi gặp thì anh đã yêu Tawan ngay từ cái nhìn đầu tiên với thân phận là Yardfah nên đã quyết định cưới. Cả hai dần có tình cảm với nhau nhưng Tawan vẫn luôn dằn vặt vì đã lừa dối người mình yêu. Bên cạnh đó, cô luôn bị bắt nạt và hãm hại với các cô gái trà xanh xung quanh Tomorn. Mối quan hệ của Tawan và Tomorn sẽ ra sao khi Yadfah biết được thân phận giàu có của Tomorn và tìm cách ép buộc Tomorn ly dị với Tawan?

","Best Chanidapa Pongsilpipat,Mai Warit Sirisantana,Mind Waratthaya Wongchayaporn,Pear Pitchapa Phanthumchinda,Pie Rinrada Kaewbuasai",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRsNXM1bzJ1NGo0MTQ0NDE0bzRsMjU0MDZ3NWk1czJxNDc0bDQwNHUyMjRuNG41aTRzNGU0djV5MzU0MzRhM200YTRuNGs0azQ4M2c0czUwNnk1bDVjNGw0aDR2NWI0bXRsSzNr,[],[],2016-05-18T16:00:00Z,ull 30 tập HD VietSub,Lee Quang,45 phút/tập,2021,http://tv.phimmoi18.com/wp-content/uploads/2021/02/co-vo-bat-buoc-17853-thumbnail-250x350.jpg
Cơn Mưa Tình Đầu,Classic Again,True,Phim Tâm Lý - Tình Cảm,Thái Lan,"
Cơn Mưa Tình Đầu HD Vietsub, Classic Again
Cơn Mưa Tình Đầu xoay quanh hai câu chuyện tình yêu cảm động cách nhau 3 thập kỷ. Bota là cô gái hiền lành và xinh đẹp. Cô và người bạn thân Poppy cùng có tình cảm với anh bạn cùng trường đại học tên Non. Biết được tấm lòng của Poppy, Bota giấu đi cảm xúc thật và luôn đứng sau cổ vũ cho cô bạn thân đến với Non. Một ngày nọ, Bota tình cờ tìm được chiếc hộp đựng những lá thư và kỷ niện về mối tình đầu của mẹ với chàng trai nghèo Kajorn. Sau khi đọc tất cả, cô phát hiện tình cảm của mình giống hệt của mẹ nhiều năm trước.

 
","Chonnikan Netjui,Ranchrawee Uakoolwarawat,Samitpong Sakulpongchai,Sutthirak Subvijitra,Thitipoom Techaapaikhun",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRsNXM1aDR0Mmg0MTYzNGwybzQ5NGg0bjUyNGo1ODRyNHIycDRnNWw0MjR0MjM0ajRiNHI0ejVpNXk1MTR3MnYyNjNnNGM0cjRtNGg0ZTR0NXg1eDVqNGc0ZDR0NWY0ZjRkNGJRVWFWdg==,[],[],2016-05-18T16:00:00Z,HD VietSub,Thatchaphong Suphasri,123 phút,2020,http://tv.phimmoi18.com/wp-content/uploads/2021/01/con-mua-tinh-dau-17699-thumbnail-250x350.jpg
Khun Phaen: Huyền Thoại Bắt Đầu,Khun Phaen Begins,True,Phim Tâm Lý - Tình Cảm,Thái Lan,"
Khun Phaen: Huyền Thoại Bắt Đầu HD Vietsub, Khun Phaen Begins
Khun Phaen: Huyền Thoại Bắt Đầuxoay quanh Kaew (Mario Maurer). Một tên trộm vặt không có chút ký ức tuổi thơ nào. Trong một lần đến xứ Ayutthaya, anh bỗng gặp lại hai người bạn từ thuở bé là Pim (Yongwaree Ngamkasem) và Chang (Philip Thinroj). Nhờ vậy, Kaew dần nhớ lại quá khứ cùng người cha bị kết tội phản loạn.
Từ đây, anh chàng quyết tâm gia nhập quân đội để chứng tỏ bản thân cũng như gây ấn tượng với Pim. Kaew được sư phụ Det (Supakorn Kitsuwon) nhận làm đệ tử để truyền thụ phép thuật. Mối quan hệ giữa anh và Chang dần rạn nứt khi cả hai đều dành tình cảm cho Pim.

","Jade-Angelica Fromento,Mario Maurer,Supakorn Kitsuwon",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzR0NWw1bzRtNHAydzVhNDE0OTRlNG8ybjUyNjQ2YzRrNHIycDRuNWs0aTVkNDM0MjQ3NHQ0eTNoNWg1MTZzMnM0NDRpNHEydjJzMm00aTV5NTQ2aTVsNHQydDIzNDUzZTRiNGY0aDRnNHU1dTVyNG00ZTRlNHM1aTR3NWQ0N2taWHFB,[],[],2016-05-18T16:00:00Z,HD Vietsub,Kongkiat Khomsiri,137 phút,2020,http://tv.phimmoi18.com/wp-content/uploads/2021/01/khun-phaen-huyen-thoai-bat-dau-17193-thumbnail-250x350.jpg
Hương Sắc Hận Thù,Kom Payabaht,False,Phim Tâm Lý - Tình Cảm,Thái Lan,"
Hương Sắc Hận Thù HD Vietsub, Kom Payabaht
Hương Sắc Hận Thù là bộ phim đã làm mưa làm gió của điện ảnh Thái Lan năm 2014. Mặc dù không sở hữu một kịch bản quá lạ, song, với sự tham gia diễn xuất của dàn diễn viên tài sắc, bộ phim vẫn để lại khá nhiều dấu ấn đậm nét. Nếu ai là mọt phim Thái thì chắc chắn đây là một dự án rất đáng để theo dõi.
Bộ phim bắt đầu với mối tình bị ngăn cản của cô nàng giúp việc Yen và và cậu chủ Uthai. Mặc dù hai người yêu thương nhau thật lòng, nhưng khoảng cách thân phận đã trở thành vật cản không thể vượt qua. Cuối cùng mẹ Uthai ép anh kết hôn cùng một cô gái môn đăng hộ đối. Điều đó khiến Yen rất đau khổ và tìm cách trả thù.
Yen bắt cóc cô con gái mới sinh Marayart của Uthai và bỏ trốn. Cô bé được đặt tên là Noi. Ngoài ra, Yen còn nuôi thêm một bé gái bằng tuổi Noi, tên Pia – con của chị gái. Sau khi trưởng thành, Noi và Pia đều rất xinh đẹp, nhưng tính cách trái ngược nhau hoàn toàn. Nếu Noi hiền lành, tốt bụng, thì Pia lại xấu tính và hung ác. Mọi chuyện càng trở nên tệ hại hơn khi Yen đưa Pia trở về gia đình Uthai với thân phận là con gái thất lạc.
Tại ngôi nhà mới, một mối tình tay ba lại sớm nảy nở. Lersan là con trai của một người bạn vợ chồng Uthai, được gia đình Uthai chăm sóc từ nhỏ. Đó là một anh chàng vô cùng điển trai và thông minh. Gặp Noi, anh đã yêu cô ngay từ cái nhìn đầu tiên. Nhưng trớ trêu thay, Pia lại cũng trao trái tim thiếu nữ cho Lersan. Liệu rằng, chuyện tình này sẽ kết thúc ra sao?

","Mike Pataradet Sa-nguankwamdee,Now Tisanart Sornsuek,Preaw Tussaneeya Karnsomnut",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRiNDA0cjU5NGw1ZzR5NGU0bzVuNHQybjQ0NDY0eDVqNWw1dTJiM2IzYjN3NWEzNDVqNGI0djJyM2kzdDRwNWw0NjZoM2I0YjNtNDIzMTNwM2MzdzVoNTU0cDRvNG40aTRuNTE0bjM1NDM0MjRyNGk1dDU2NHUzZTRxNGU1dDI2NHEydjVnNHkyYzNoNXA1aDQ0NGwycjRuNGg0bjQ3NGU0ODRlNHo1MjYzNDdndW1FNA==&sub=,[],[],2016-05-18T16:00:00Z,ull 36 tập HD VietSub,Lee Quang,45 phút/tập,2014,http://tv.phimmoi18.com/wp-content/uploads/2021/01/Kom-Payabaht.jpg
Cuộc Chiến Tình Yêu,The Secret/Bí Mật Tình Trường,False,Phim Tâm Lý - Tình Cảm,Thái Lan,"
Cuộc Chiến Tình Yêu HD Vietsub, The Secret
Cuộc Chiến Tình Yêu trở thành tâm điểm cuối năm 2020 trong cộng đồng yêu phim Thái. Bởi đây không chỉ là bộ phim tâm lý tình cảm thuần tuý. Mà đây là tác phẩm kinh điển mô phỏng màn “cung đấu” giữa 05 tiểu tam trong truyền thuyết. Ở bộ phim, khán giả chẳng phải đau lòng, chẳng phải xót thương. Mà chỉ có tâm trạng háo hức đợi xem, các nàng tiểu tam xinh đẹp sẽ “chiến” nhau để dành đàn ông như thế nào? Không có nương tay, mà chỉ có máu lạnh và dữ dội hơn mà thôi.
Nam chính Dome do New Wongsakorn thủ vai. Khán giả chắc chắn không còn xa lạ gì với chàng bad guy điển trai này. Có thể nói sự đểu giả, lăng nhăng của anh chàng ở bộ phim này cũng chẳng kém cạnh gì so với “Biển động (Biển xanh sâu thẳm)”. Tuy đã có “chính thất” Saiparn, song, với Dome chẳng bao giờ là đủ. Xung quanh anh là đầy rẫy những bóng hồng. Tuy mỗi cô một cá tính khác nhau, nhưng chung quy lại, họ đều đẹp, nóng bỏng, nhiệt tình.
Giờ đây, 05 gái hư phô ra những ngón nghề đẳng cấp nhất của họ, chỉ để giữ chân được bad guy Dome.

Cherry – trong “Club Friday the Series 7”: Pid Tee – Peun Ruk (to be continued)  (2016) Bạn thân bạn đểu (Tình yêu không có lỗi, lỗi ở bạn thân)
Cartoon – trong “Club Friday the Series 6-7”: Pid Tee- Peun Ruk (2015 – 2016) Bạn thân bạn đểu  (Tình yêu không có lỗi, lỗi ở bạn thân)
Pin – trong “Club Friday the Series 7”: Ruk Long Jai (2017) – Thử thách tình yêu
Pik – trong “Club Friday the Series 11”: Ruk Kohok (2019): Yêu trong lừa dối
Yim – trong “Club Friday the Series 11”: Ruk Mak Ngai (2019) Dễ dãi trong tình yêu


","Chalita Suansane,Janistar Phomphadungcheep,Nara Thepnupha,New Wongsakorn Poramathakorn,Saiparn Apinya Sakuljaroensuk,Wanida Termthanaporn",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzRsNXk1aTRiNHAyajVhNDk0OTRlNG8yejVxNXQ1ZjRyMnY0YTQwNnEyMTY1NHk1bDJ2MnUydzVpNXk1MjZjNHE0bzJyMnMyOTNsNGE0eTV2NXc1ZTRnNG40bzR3NWE0OTRoNGQ0aTRvNUNacXhQbQ==,[],[],2016-05-18T16:00:00Z,ull 10 tập HD VietSub,Koo Ekkasit Trakulkasemsuk,60 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2021/01/cuoc-chien-tinh-yeu-16927-thumbnail-250x350.jpg
Mật Mã Đố Kỵ,Rahut Rissaya,False,Phim Tâm Lý - Tình Cảm,Thái Lan,"
Mật Mã Đố Kỵ HD Vietsub, Rahut Rissaya
Mật Mã Đố Kỵ là một bộ phim tâm lý tình cảm của đất nước Thái Lan. Bộ phim tập trung khai thác về mối quan hệ yêu hận tình thù giữa cặp đôi nhân vật chính. Palai (Bank Artit) và Siva (Pinkploy Paparwadee). Palai là một nàng tiểu thư xinh đẹp, giàu có nhưng một biến cố xảy ra đã khiến đời cô lâm vào bể khổ. Bố mẹ cô bị tai nạn giao thông và qua đời. Tài sản của gia đình lại trao hết cho người dì Rasika (Pym Pympan).
Thực tế nghiệt ngã thì dì Rasika là một “con cáo già”. Bề ngoài thì luôn đối xử tử tế, hiền lành với Palai nhưng trong thâm tâm thì tính kế. Mục đích diệt trừ nữ chính, hủy hoại cuộc đời của cô cháu gái. Lúc ban đầu Palai đã ngây ngô, khờ dại tin tưởng hết mực Rasika nhưng sau đó cô đã phát hiện ra sự thật và từ đây nữ chính đã hành động. Cô không còn khóc lóc, than thân trách phận mà đứng lên trả thù những kẻ đã khiến đời cô tan nát, đó là dì Rasika và ông Sorasak.

","Bank Artit Tangwiboonpanit,Great Sapol Assawamunkong,Pinkploy Paparwadee Chansamorn",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRiNDA0YTQ4Nmo1aDRpNGE0djVsNHEydDJjNDg0eTV3NTc0dTJiM2IzYjM0NHAzOTU5MzM1ODNuNDYzeTRlNXY0bDUyMzc0bDNxNG4zajQ4NHAzYTRoNTU0dTQ0NHM0MzR4NDM0ejNjM2Y0MjR1NDY2ZTV2MnYyczJpNHY1eDJrNDg0dTUxM3UybjJ3NXg1djV5NTg0ZjQ4NDMzbzRxNHgycWc4cno4&sub=,[],[],2016-05-18T16:00:00Z,ull 34 tập HD VietSub,Lee Quang,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/12/mat-ma-do-ky-16607-thumbnail-250x350.jpg
24h Yêu,One Day,True,Phim Tâm Lý - Tình Cảm,Thái Lan,"
24h Yêu HD Vietsub, One Day
24h Yêu là một bộ phim lãng mạn Thái Lan sản xuất năm 2016. Nội dung phim là câu chuyện về một người đàn ông si tình. Anh mạo hiểm tất cả mọi thứ chỉ để được bên cạnh cô gái mình yêu. Bằng cách giả vờ là bạn trai của cô, sau khi cô bị mất trí nhớ tạm thời.

","Chantavit Dhanasevi,Nittha Jirayungyurn,Theerapat Sajakul",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzQ4NDU0YjR0MnQ0bDVuNGwybzQxNGo0MDQ2NDA0cTRiNG80cjRrNW40MjR0MjU0MzNrNGc0eTVzNXU1aDRrNG40bjRpNGQ0ZjRrNGc0czVwNXU3WUpqNw==,[],[],2016-05-18T16:00:00Z,HD Vietsub,Banjong Pisanthanakun,134 phút,2016,http://tv.phimmoi18.com/wp-content/uploads/2020/12/24h-yeu-16336-thumbnail-250x350.jpg
Ngoài Vòng Luật Pháp 2020,Laa Tah Chon,False,Phim Hình Sự - Chiến Tranh,Thái Lan,"
Ngoài Vòng Luật Pháp 2020 HD Vietsub, Laa Tah Chon
Ngoài Vòng Luật Pháp 2020 là một bộ phim tâm lý, mang yếu tố hành động, hình sự vô cùng hấp dẫn nhất trong dịp cuối năm 2020. Xoay quanh hành trình đòi lại công lý cho gia đình vô cùng chông gai của Thap.
Thap là một kỹ sư trẻ, tài năng, dũng cảm, tốt bụng. Cha anh là công chức liêm khiết của cục phòng chống tham nhũng quốc gia. Vì lẽ đó, những kẻ tham nhũng đã tàn nhẫn lên kế hoạch sát hại gia đình anh. Khiến một gia đình hạnh phúc trở nên tan nát sau một đêm. Khiến anh mất cả cha mẹ lẫn em gái. Do vụ án liên quan tới nhiều ông lớn, nên dù anh cố gắng đòi lại sự công bằng nhưng đều thất bại. Không để cho bố mẹ và em gái chết oan ức. Anh quyết định đòi lại công lý theo cách riêng của mình.
Một năm sau, Thap trở lại, dưới danh nghĩa là một “kẻ đòi nợ”. Anh chuyên đi săn lùng bằng chứng phạm tội của các thế lực ngầm mà pháp luật không rờ tới. Rồi thông báo cho cảnh sát tới hiện trường bắt giữ. Nhưng anh nói “không” với việc giết người. Anh chỉ đơn thuần góp sức để những kẻ phạm tội bị bắt giữ. Mặc dù, hành vi của ”kẻ đòi nợ” có vẻ là anh hùng, nhưng bản chất vẫn là hành vi phạm pháp. Vì vậy, anh vừa là đối tượng mà bọn tội phạm muốn trừ khử. Lại vừa là là đối tượng truy nã của cảnh sát.
Từ việc tìm kiếm “kẻ đòi nợ”, mà chàng đại uý trẻ Pachern đã nghi ngờ tính chân thực hồ sơ vụ án của gia đình Thap. Anh quyết định cùng đồng đội lật lại bản án này. Với sự hỗ trợ của nữ thanh tra kiêm bạn gái cũ xinh đẹp. Hành trình này còn có sự góp sức của Natasha – cô gái dũng cảm đang làm việc trong tổ chức phi chính phủ.

","Navin Yavapolkul,Punwarot Duaysienklao,Ratchanont Suprakob,Wannarot Sonthichai",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRxMnE1YjR3NTI2YzRnNHA0bjU0NGM0NTRtNGE0NDY1NDI0cDNkNGw0NjRvNXYzdzVpNHA1ZzNyNGE0eDV4NG81aDVuNHcyczJvMmk0bTR6MjYzaDVzNWo0MTRadFgyWEg=&sub=,[],[],2016-05-18T16:00:00Z,HD VietSub,Lee Quang,60 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/12/ngoai-vong-luat-phap-2020-16318-thumbnail-250x350.jpg
